title,url,category
Trump’s top DC prosecutor nominee claims not to recall numerous past controversial statements under oath,https://edition.cnn.com/2025/04/29/politics/kfile-ed-martin-senate-judiciary-committee-controversial-comments,Politics
‘A great friend’: Audio undercuts Trump US attorney nominee’s disavowal of alleged Nazi sympathizer,https://edition.cnn.com/2025/04/28/politics/kfile-ed-martin-disavows-alleged-nazi-sympathizer-he-previously-praised,Politics
What to know about Trump’s proposal to carve up Ukraine,https://edition.cnn.com/2025/04/26/politics/gut-up-to-speed-as-on-ukraine-as-trump-says-a-peace-deal-is-close,Politics
Republicans are targeting a pillar of Obamacare. Millions of their own voters may pay a price,https://edition.cnn.com/2025/04/20/politics/medicaid-expansion-congress-gop-budget,Politics
Why it’s time we change how we talk about conspiracy theories,https://edition.cnn.com/2025/05/03/politics/persuadable-podcast-conspiracy-theories-essay,Politics
What happens with US citizen children caught up in Trump’s deportation push,https://edition.cnn.com/2025/05/03/politics/what-happens-with-us-citizen-children-caught-up-in-trumps-deportation-push,Politics
Europe unveils $567 million push to attract researchers as French president decries US ‘mistake’ over science policy,https://edition.cnn.com/2025/05/05/business/europe-france-science-policy-intl,Business
Jalen Brunson game-winner lifts New York Knicks over Detroit Pistons and into second round of NBA playoffs,https://edition.cnn.com/2025/05/02/sport/knicks-pistons-game-6-nba-playoffs-spt,Sports
Questions swirl over LeBron James’ future as Lakers season comes to a disappointing end,https://edition.cnn.com/2025/05/01/sport/lebron-james-future-lakers-spt,Sports
Rudy Gobert shuts down critics with two playoff career highs as Minnesota Timberwolves eliminate Los Angeles Lakers,https://edition.cnn.com/2025/05/01/sport/minnesota-timberwolves-game-5-la-lakers-spt,Sports
Giannis Antetokounmpo clashes with Tyrese Haliburton’s dad after ‘disrespectful’ behavior as Pacers clinch playoff series win,https://edition.cnn.com/2025/04/30/sport/giannis-antetokounmpo-haliburton-bucks-pacers-game-5-spt,Sports
Fan hospitalized after scary fall from outfield wall during Cubs and Pirates game,https://edition.cnn.com/2025/04/30/sport/fan-hospitalized-after-fall-outfield-wall-pnc-park-spt,Sports
No criminal charges over death of ice hockey player Adam Johnson,https://edition.cnn.com/2025/04/29/sport/adam-johnson-hockey-death-no-charges-spt-intl,Sports
Simone Biles says gymnastics rivalry with friend Rebeca Andrade has ‘pushed the sport forward’,https://edition.cnn.com/2025/04/23/sport/simone-biles-rebeca-andrade-rivarly-spt,Sports
Trump administration orders University of Pennsylvania to erase transgender swimmer’s records,https://edition.cnn.com/2025/04/29/sport/university-pennsylvania-erase-transgender-athletes-records-spt,Sports
Laura Loomer has Donald Trump’s ear. What she wants is a White House press credential,https://edition.cnn.com/2025/05/03/politics/laura-loomer-trump-white-house-briefing-room,Politics
Judge permanently blocks ‘unconstitutional’ Trump order targeting law firm Perkins Coie,https://edition.cnn.com/2025/05/02/politics/perkins-coie-trump-executive-order,Politics
